sticker_id,chapter_id,chapter_title,chapter_slug,category,target_name,rarity,priority,search_hint,status
SL-04-015,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Retrato historico de Rinaldo Martino en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Rinaldo Martino en etapa azulgrana La Santísima Trinidad la santisima trinidad,planned
SL-04-016,04,La Santísima Trinidad,la-santisima-trinidad,partido,Rinaldo Martino en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Rinaldo Martino en partido representativo de San Lorenzo La Santísima Trinidad la santisima trinidad,planned
SL-04-017,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Armando Farro con San Lorenzo en La Santísima Trinidad,epica,alta,San Lorenzo de Almagro Armando Farro con San Lorenzo en La Santísima Trinidad La Santísima Trinidad la santisima trinidad,planned
SL-04-018,04,La Santísima Trinidad,la-santisima-trinidad,idolo,Retrato historico de Armando Farro en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Armando Farro en etapa azulgrana La Santísima Trinidad la santisima trinidad,planned
SL-04-019,04,La Santísima Trinidad,la-santisima-trinidad,partido,Armando Farro en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Armando Farro en partido representativo de San Lorenzo La Santísima Trinidad la santisima trinidad,planned
SL-04-020,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Archivo historico de San Lorenzo sobre delantera historica de los anos cuarenta,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre delantera historica de los anos cuarenta La Santísima Trinidad la santisima trinidad,planned
SL-04-021,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Postal azulgrana de delantera historica de los anos cuarenta,especial,media,San Lorenzo de Almagro Postal azulgrana de delantera historica de los anos cuarenta La Santísima Trinidad la santisima trinidad,planned
SL-04-022,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Escena representativa de La Santísima Trinidad: delantera historica de los anos cuarenta,especial,media,San Lorenzo de Almagro Escena representativa de La Santísima Trinidad: delantera historica de los anos cuarenta La Santísima Trinidad la santisima trinidad,planned
SL-04-023,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Cobertura fotografica de San Lorenzo: delantera historica de los anos cuarenta,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: delantera historica de los anos cuarenta La Santísima Trinidad la santisima trinidad,planned
SL-04-024,04,La Santísima Trinidad,la-santisima-trinidad,equipo,Registro de epoca del Ciclon sobre delantera historica de los anos cuarenta,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre delantera historica de los anos cuarenta La Santísima Trinidad la santisima trinidad,planned
SL-04-025,04,La Santísima Trinidad,la-santisima-trinidad,jugador,Archivo historico de San Lorenzo sobre jugadas asociadas a Pontoni Martino y Farro,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre jugadas asociadas a Pontoni Martino y Farro La Santísima Trinidad la santisima trinidad,planned
SL-05-001,05,Los Carasucias,los-carasucias,equipo,Los Carasucias de San Lorenzo en foto de equipo,epica,alta,San Lorenzo de Almagro Los Carasucias de San Lorenzo en foto de equipo Los Carasucias los carasucias,planned
SL-05-002,05,Los Carasucias,los-carasucias,jugador,Victorio Cocco en etapa de Los Carasucias,rara,alta,San Lorenzo de Almagro Victorio Cocco en etapa de Los Carasucias Los Carasucias los carasucias,planned
SL-05-003,05,Los Carasucias,los-carasucias,jugador,Fernando Arean en ataque azulgrana,rara,alta,San Lorenzo de Almagro Fernando Arean en ataque azulgrana Los Carasucias los carasucias,planned
SL-05-004,05,Los Carasucias,los-carasucias,jugador,Roberto Telch en el mediocampo de San Lorenzo,rara,alta,San Lorenzo de Almagro Roberto Telch en el mediocampo de San Lorenzo Los Carasucias los carasucias,planned
SL-05-005,05,Los Carasucias,los-carasucias,jugador,Ruben Ayala en jugada ofensiva con el Ciclon,rara,alta,San Lorenzo de Almagro Ruben Ayala en jugada ofensiva con el Ciclon Los Carasucias los carasucias,planned
SL-05-006,05,Los Carasucias,los-carasucias,jugador,Hector Veira en los Carasucias,rara,media,San Lorenzo de Almagro Hector Veira en los Carasucias Los Carasucias los carasucias,planned
SL-05-007,05,Los Carasucias,los-carasucias,archivo_historico,Postal historica de Los Carasucias,especial,media,San Lorenzo de Almagro Postal historica de Los Carasucias Los Carasucias los carasucias,planned
SL-05-008,05,Los Carasucias,los-carasucias,festejo,Festejo azulgrana de la era Carasucias,especial,media,San Lorenzo de Almagro Festejo azulgrana de la era Carasucias Los Carasucias los carasucias,planned
SL-05-009,05,Los Carasucias,los-carasucias,partido,Partido representativo de Los Carasucias,especial,media,San Lorenzo de Almagro Partido representativo de Los Carasucias Los Carasucias los carasucias,planned
SL-05-010,05,Los Carasucias,los-carasucias,camiseta,Camiseta de San Lorenzo en la etapa Carasucias,especial,media,San Lorenzo de Almagro Camiseta de San Lorenzo en la etapa Carasucias Los Carasucias los carasucias,planned
SL-05-011,05,Los Carasucias,los-carasucias,idolo,Victorio Cocco con San Lorenzo en Los Carasucias,epica,alta,San Lorenzo de Almagro Victorio Cocco con San Lorenzo en Los Carasucias Los Carasucias los carasucias,planned
SL-05-012,05,Los Carasucias,los-carasucias,idolo,Retrato historico de Victorio Cocco en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Victorio Cocco en etapa azulgrana Los Carasucias los carasucias,planned
SL-05-013,05,Los Carasucias,los-carasucias,partido,Victorio Cocco en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Victorio Cocco en partido representativo de San Lorenzo Los Carasucias los carasucias,planned
SL-05-014,05,Los Carasucias,los-carasucias,idolo,Roberto Telch con San Lorenzo en Los Carasucias,epica,alta,San Lorenzo de Almagro Roberto Telch con San Lorenzo en Los Carasucias Los Carasucias los carasucias,planned
SL-05-015,05,Los Carasucias,los-carasucias,idolo,Retrato historico de Roberto Telch en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Roberto Telch en etapa azulgrana Los Carasucias los carasucias,planned
SL-05-016,05,Los Carasucias,los-carasucias,partido,Roberto Telch en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Roberto Telch en partido representativo de San Lorenzo Los Carasucias los carasucias,planned
SL-05-017,05,Los Carasucias,los-carasucias,idolo,Ruben Ayala con San Lorenzo en Los Carasucias,rara,alta,San Lorenzo de Almagro Ruben Ayala con San Lorenzo en Los Carasucias Los Carasucias los carasucias,planned
SL-05-018,05,Los Carasucias,los-carasucias,idolo,Retrato historico de Ruben Ayala en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Ruben Ayala en etapa azulgrana Los Carasucias los carasucias,planned
SL-05-019,05,Los Carasucias,los-carasucias,partido,Ruben Ayala en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Ruben Ayala en partido representativo de San Lorenzo Los Carasucias los carasucias,planned
SL-05-020,05,Los Carasucias,los-carasucias,idolo,Hector Veira con San Lorenzo en Los Carasucias,rara,media,San Lorenzo de Almagro Hector Veira con San Lorenzo en Los Carasucias Los Carasucias los carasucias,planned
SL-05-021,05,Los Carasucias,los-carasucias,idolo,Retrato historico de Hector Veira en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Hector Veira en etapa azulgrana Los Carasucias los carasucias,planned
SL-05-022,05,Los Carasucias,los-carasucias,partido,Hector Veira en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Hector Veira en partido representativo de San Lorenzo Los Carasucias los carasucias,planned
SL-05-023,05,Los Carasucias,los-carasucias,equipo,Archivo historico de San Lorenzo sobre juveniles ofensivos de los anos sesenta,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre juveniles ofensivos de los anos sesenta Los Carasucias los carasucias,planned
SL-05-024,05,Los Carasucias,los-carasucias,equipo,Postal azulgrana de juveniles ofensivos de los anos sesenta,especial,media,San Lorenzo de Almagro Postal azulgrana de juveniles ofensivos de los anos sesenta Los Carasucias los carasucias,planned
SL-05-025,05,Los Carasucias,los-carasucias,equipo,Escena representativa de Los Carasucias: juveniles ofensivos de los anos sesenta,especial,media,San Lorenzo de Almagro Escena representativa de Los Carasucias: juveniles ofensivos de los anos sesenta Los Carasucias los carasucias,planned
SL-06-001,06,Los Matadores,los-matadores,campeonato,Los Matadores campeones de 1968,legendaria,alta,San Lorenzo de Almagro Los Matadores campeones de 1968 Los Matadores los matadores 1968,planned
SL-06-002,06,Los Matadores,los-matadores,equipo,Plantel completo de Los Matadores,epica,alta,San Lorenzo de Almagro Plantel completo de Los Matadores Los Matadores los matadores 1968,planned
SL-06-003,06,Los Matadores,los-matadores,jugador,Jose Albrecht liderando Los Matadores,epica,alta,San Lorenzo de Almagro Jose Albrecht liderando Los Matadores Los Matadores los matadores 1968,planned
SL-06-004,06,Los Matadores,los-matadores,jugador,Roberto Telch en el equipo campeon de 1968,rara,alta,San Lorenzo de Almagro Roberto Telch en el equipo campeon de 1968 Los Matadores los matadores 1968,planned
SL-06-005,06,Los Matadores,los-matadores,jugador,Pedro Gonzalez en accion con Los Matadores,rara,alta,San Lorenzo de Almagro Pedro Gonzalez en accion con Los Matadores Los Matadores los matadores 1968,planned
SL-06-006,06,Los Matadores,los-matadores,jugador,Victorio Cocco en la conquista de 1968,rara,alta,San Lorenzo de Almagro Victorio Cocco en la conquista de 1968 Los Matadores los matadores 1968,planned
SL-06-007,06,Los Matadores,los-matadores,festejo,Festejos del titulo invicto de 1968,epica,alta,San Lorenzo de Almagro Festejos del titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-06-008,06,Los Matadores,los-matadores,equipo,Formacion titular de Los Matadores,rara,alta,San Lorenzo de Almagro Formacion titular de Los Matadores Los Matadores los matadores 1968,planned
SL-06-009,06,Los Matadores,los-matadores,camiseta,Camiseta de San Lorenzo campeon 1968,especial,media,San Lorenzo de Almagro Camiseta de San Lorenzo campeon 1968 Los Matadores los matadores 1968,planned
SL-06-010,06,Los Matadores,los-matadores,gol,Gol representativo de Los Matadores en 1968,rara,media,San Lorenzo de Almagro Gol representativo de Los Matadores en 1968 Los Matadores los matadores 1968,planned
SL-06-011,06,Los Matadores,los-matadores,archivo_historico,Cronica grafica del campeonato invicto,especial,media,San Lorenzo de Almagro Cronica grafica del campeonato invicto Los Matadores los matadores 1968,planned
SL-06-012,06,Los Matadores,los-matadores,hinchada,Hinchada festejando el titulo de Los Matadores,especial,media,San Lorenzo de Almagro Hinchada festejando el titulo de Los Matadores Los Matadores los matadores 1968,planned
SL-06-013,06,Los Matadores,los-matadores,idolo,Jose Albrecht con San Lorenzo en Los Matadores,epica,alta,San Lorenzo de Almagro Jose Albrecht con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-014,06,Los Matadores,los-matadores,idolo,Retrato historico de Jose Albrecht en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Jose Albrecht en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-015,06,Los Matadores,los-matadores,partido,Jose Albrecht en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Jose Albrecht en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-016,06,Los Matadores,los-matadores,idolo,Ruben Ayala con San Lorenzo en Los Matadores,rara,alta,San Lorenzo de Almagro Ruben Ayala con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-017,06,Los Matadores,los-matadores,idolo,Retrato historico de Ruben Ayala en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Ruben Ayala en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-018,06,Los Matadores,los-matadores,partido,Ruben Ayala en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Ruben Ayala en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-019,06,Los Matadores,los-matadores,idolo,Victorio Cocco con San Lorenzo en Los Matadores,rara,alta,San Lorenzo de Almagro Victorio Cocco con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-020,06,Los Matadores,los-matadores,idolo,Retrato historico de Victorio Cocco en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Victorio Cocco en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-021,06,Los Matadores,los-matadores,partido,Victorio Cocco en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Victorio Cocco en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-022,06,Los Matadores,los-matadores,idolo,Roberto Telch con San Lorenzo en Los Matadores,epica,alta,San Lorenzo de Almagro Roberto Telch con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-023,06,Los Matadores,los-matadores,idolo,Retrato historico de Roberto Telch en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Roberto Telch en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-024,06,Los Matadores,los-matadores,partido,Roberto Telch en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Roberto Telch en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-025,06,Los Matadores,los-matadores,jugador,Pedro Gonzalez con San Lorenzo en Los Matadores,rara,media,San Lorenzo de Almagro Pedro Gonzalez con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-026,06,Los Matadores,los-matadores,jugador,Retrato historico de Pedro Gonzalez en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Pedro Gonzalez en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-027,06,Los Matadores,los-matadores,partido,Pedro Gonzalez en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Pedro Gonzalez en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-028,06,Los Matadores,los-matadores,tecnico,Toto Lorenzo con San Lorenzo en Los Matadores,epica,alta,San Lorenzo de Almagro Toto Lorenzo con San Lorenzo en Los Matadores Los Matadores los matadores 1968,planned
SL-06-029,06,Los Matadores,los-matadores,tecnico,Retrato historico de Toto Lorenzo en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Toto Lorenzo en etapa azulgrana Los Matadores los matadores 1968,planned
SL-06-030,06,Los Matadores,los-matadores,partido,Toto Lorenzo en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Toto Lorenzo en partido representativo de San Lorenzo Los Matadores los matadores 1968,planned
SL-06-031,06,Los Matadores,los-matadores,campeonato,Archivo historico de San Lorenzo sobre titulo invicto de 1968,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-06-032,06,Los Matadores,los-matadores,campeonato,Postal azulgrana de titulo invicto de 1968,especial,media,San Lorenzo de Almagro Postal azulgrana de titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-06-033,06,Los Matadores,los-matadores,campeonato,Escena representativa de Los Matadores: titulo invicto de 1968,especial,media,San Lorenzo de Almagro Escena representativa de Los Matadores: titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-06-034,06,Los Matadores,los-matadores,campeonato,Cobertura fotografica de San Lorenzo: titulo invicto de 1968,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-06-035,06,Los Matadores,los-matadores,campeonato,Registro de epoca del Ciclon sobre titulo invicto de 1968,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre titulo invicto de 1968 Los Matadores los matadores 1968,planned
SL-07-001,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,campeonato,Regreso de San Lorenzo a Primera Division,epica,alta,San Lorenzo de Almagro Regreso de San Lorenzo a Primera Division El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-002,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,equipo,Los Camboyanos de San Lorenzo en foto de equipo,rara,alta,San Lorenzo de Almagro Los Camboyanos de San Lorenzo en foto de equipo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-003,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,equipo,Plantel azulgrana del regreso,rara,alta,San Lorenzo de Almagro Plantel azulgrana del regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-004,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Festejos por el regreso de San Lorenzo,epica,alta,San Lorenzo de Almagro Festejos por el regreso de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-005,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Partido simbolico del regreso del Ciclon,rara,alta,San Lorenzo de Almagro Partido simbolico del regreso del Ciclon El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-006,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,hinchada,Postal de hinchas azulgranas en el regreso,especial,media,San Lorenzo de Almagro Postal de hinchas azulgranas en el regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-007,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,camiseta,Camiseta de San Lorenzo en epoca de Los Camboyanos,especial,media,San Lorenzo de Almagro Camiseta de San Lorenzo en epoca de Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-008,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,archivo_historico,Archivo periodistico del retorno azulgrana,especial,media,San Lorenzo de Almagro Archivo periodistico del retorno azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-009,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,equipo,Formacion de Los Camboyanos,rara,media,San Lorenzo de Almagro Formacion de Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-010,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,gol,Gol recordado del ciclo del regreso,especial,media,San Lorenzo de Almagro Gol recordado del ciclo del regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-011,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Oscar Passet con San Lorenzo en El regreso y Los Camboyanos,rara,media,San Lorenzo de Almagro Oscar Passet con San Lorenzo en El regreso y Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-012,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Retrato historico de Oscar Passet en etapa azulgrana,rara,media,San Lorenzo de Almagro Retrato historico de Oscar Passet en etapa azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-013,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Oscar Passet en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Oscar Passet en partido representativo de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-014,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,idolo,Nestor Gorosito con San Lorenzo en El regreso y Los Camboyanos,epica,alta,San Lorenzo de Almagro Nestor Gorosito con San Lorenzo en El regreso y Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-015,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,idolo,Retrato historico de Nestor Gorosito en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Nestor Gorosito en etapa azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-016,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Nestor Gorosito en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Nestor Gorosito en partido representativo de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-017,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Walter Perazzo con San Lorenzo en El regreso y Los Camboyanos,especial,media,San Lorenzo de Almagro Walter Perazzo con San Lorenzo en El regreso y Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-018,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Retrato historico de Walter Perazzo en etapa azulgrana,especial,media,San Lorenzo de Almagro Retrato historico de Walter Perazzo en etapa azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-019,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Walter Perazzo en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Walter Perazzo en partido representativo de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-020,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Jorge Borelli con San Lorenzo en El regreso y Los Camboyanos,especial,media,San Lorenzo de Almagro Jorge Borelli con San Lorenzo en El regreso y Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-021,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,jugador,Retrato historico de Jorge Borelli en etapa azulgrana,especial,media,San Lorenzo de Almagro Retrato historico de Jorge Borelli en etapa azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-022,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Jorge Borelli en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Jorge Borelli en partido representativo de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-023,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,idolo,Ruben Dario Insua con San Lorenzo en El regreso y Los Camboyanos,epica,alta,San Lorenzo de Almagro Ruben Dario Insua con San Lorenzo en El regreso y Los Camboyanos El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-024,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,idolo,Retrato historico de Ruben Dario Insua en etapa azulgrana,epica,alta,San Lorenzo de Almagro Retrato historico de Ruben Dario Insua en etapa azulgrana El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-025,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Ruben Dario Insua en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Ruben Dario Insua en partido representativo de San Lorenzo El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-026,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Archivo historico de San Lorenzo sobre partidos de ascenso y regreso,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre partidos de ascenso y regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-027,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Postal azulgrana de partidos de ascenso y regreso,especial,media,San Lorenzo de Almagro Postal azulgrana de partidos de ascenso y regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-028,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Escena representativa de El regreso y Los Camboyanos: partidos de ascenso y regreso,especial,media,San Lorenzo de Almagro Escena representativa de El regreso y Los Camboyanos: partidos de ascenso y regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-029,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Cobertura fotografica de San Lorenzo: partidos de ascenso y regreso,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: partidos de ascenso y regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-030,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,partido,Registro de epoca del Ciclon sobre partidos de ascenso y regreso,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre partidos de ascenso y regreso El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-031,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Archivo historico de San Lorenzo sobre festejos en Boedo por el retorno,especial,media,San Lorenzo de Almagro Archivo historico de San Lorenzo sobre festejos en Boedo por el retorno El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-032,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Postal azulgrana de festejos en Boedo por el retorno,especial,media,San Lorenzo de Almagro Postal azulgrana de festejos en Boedo por el retorno El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-033,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Escena representativa de El regreso y Los Camboyanos: festejos en Boedo por el retorno,especial,media,San Lorenzo de Almagro Escena representativa de El regreso y Los Camboyanos: festejos en Boedo por el retorno El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-034,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Cobertura fotografica de San Lorenzo: festejos en Boedo por el retorno,especial,media,San Lorenzo de Almagro Cobertura fotografica de San Lorenzo: festejos en Boedo por el retorno El regreso y Los Camboyanos regreso y camboyanos,planned
SL-07-035,07,El regreso y Los Camboyanos,el-regreso-y-los-camboyanos,festejo,Registro de epoca del Ciclon sobre festejos en Boedo por el retorno,especial,media,San Lorenzo de Almagro Registro de epoca del Ciclon sobre festejos en Boedo por el retorno El regreso y Los Camboyanos regreso y camboyanos,planned
SL-08-001,08,El campeón del 95,el-campeon-del-95,campeonato,San Lorenzo campeon del Clausura 1995,legendaria,alta,San Lorenzo de Almagro San Lorenzo campeon del Clausura 1995 El campeón del 95 campeon 1995,planned
SL-08-002,08,El campeón del 95,el-campeon-del-95,idolo,Hector Beto Acosta en el titulo 1995,epica,alta,San Lorenzo de Almagro Hector Beto Acosta en el titulo 1995 El campeón del 95 campeon 1995,planned
SL-08-003,08,El campeón del 95,el-campeon-del-95,equipo,Plantel campeon de San Lorenzo 1995,epica,alta,San Lorenzo de Almagro Plantel campeon de San Lorenzo 1995 El campeón del 95 campeon 1995,planned
SL-08-004,08,El campeón del 95,el-campeon-del-95,festejo,Festejo del Clausura 1995 en el Nuevo Gasometro,epica,alta,San Lorenzo de Almagro Festejo del Clausura 1995 en el Nuevo Gasometro El campeón del 95 campeon 1995,planned
SL-08-005,08,El campeón del 95,el-campeon-del-95,idolo,Nestor Gorosito en el equipo campeon 1995,rara,alta,San Lorenzo de Almagro Nestor Gorosito en el equipo campeon 1995 El campeón del 95 campeon 1995,planned
SL-08-006,08,El campeón del 95,el-campeon-del-95,jugador,Oscar Ruggeri en San Lorenzo campeon 1995,rara,media,San Lorenzo de Almagro Oscar Ruggeri en San Lorenzo campeon 1995 El campeón del 95 campeon 1995,planned
SL-08-007,08,El campeón del 95,el-campeon-del-95,gol,Gol emblematico del Clausura 1995,rara,media,San Lorenzo de Almagro Gol emblematico del Clausura 1995 El campeón del 95 campeon 1995,planned
SL-08-008,08,El campeón del 95,el-campeon-del-95,equipo,Formacion titular del campeon 1995,rara,alta,San Lorenzo de Almagro Formacion titular del campeon 1995 El campeón del 95 campeon 1995,planned
SL-08-009,08,El campeón del 95,el-campeon-del-95,hinchada,Hinchada de San Lorenzo celebrando el Clausura 1995,especial,media,San Lorenzo de Almagro Hinchada de San Lorenzo celebrando el Clausura 1995 El campeón del 95 campeon 1995,planned
SL-08-010,08,El campeón del 95,el-campeon-del-95,camiseta,Camiseta azulgrana del campeonato 1995,especial,media,San Lorenzo de Almagro Camiseta azulgrana del campeonato 1995 El campeón del 95 campeon 1995,planned
SL-08-011,08,El campeón del 95,el-campeon-del-95,idolo,Hector Beto Acosta con San Lorenzo en El campeón del 95,legendaria,alta,San Lorenzo de Almagro Hector Beto Acosta con San Lorenzo en El campeón del 95 El campeón del 95 campeon 1995,planned
SL-08-012,08,El campeón del 95,el-campeon-del-95,idolo,Retrato historico de Hector Beto Acosta en etapa azulgrana,rara,alta,San Lorenzo de Almagro Retrato historico de Hector Beto Acosta en etapa azulgrana El campeón del 95 campeon 1995,planned
SL-08-013,08,El campeón del 95,el-campeon-del-95,partido,Hector Beto Acosta en partido representativo de San Lorenzo,especial,media,San Lorenzo de Almagro Hector Beto Acosta en partido representativo de San Lorenzo El campeón del 95 campeon 1995,planned
